,Id,title,link,year,authors,citations,abstract
84,84,A Novel Emotion Control System for Embedded Human–Computer Interaction in Green Iot,/document/8936939/,2019,"['Chao Gong', 'Fuhong Lin', 'Xingshuo An']",2,
85,85,A Novel Particulate Matter 2.5 Concentration Prediction Model Based on Double-Layer Decomposition and Feedback of Model Learning Effect,/document/9691315/,2022,"['He Wang', 'Hongfeng Chen']",0,"Accurate and effective particulate matter 2.5(PM2.5) concentration prediction can provide early warning information for decision-making departments, so as to take governance and preventive measures. A combined model based on double-layer decomposition(DLD) and feedback of model learning effect for PM 2.5 concentration prediction is proposed in this paper. Firstly, ensemble empirical mode decomposition(EEMD) and variational mode decomposition (VMD) were used for double-layer decomposition for the PM2.5 concentration series, to reduce the nonstationarity and nonlinearity of the concentration series and improve the predictability; Secondly, a wavelet neural network (WNN) prediction model based on the feedback of model learning effect is established for the subsequence obtained by double-layer decomposition. Finally, the prediction results of each subsequence are superimposed to obtain the final prediction results. The case study shows that the prediction model proposed in this paper is scientific."
86,86,Using Features Specifically: An Efficient Network for Scene Segmentation Based on Dedicated Attention Mechanisms,/document/9274395/,2020,"['Zhiqiang Xiong', 'Zhicheng Wang', 'Jie Li', 'Zhaohui Yu', 'Xi Gu']",1,"Semantic segmentation is a challenging task in computer vision, which requires both context information and rich spatial detail. To this end, most methods introduce low-level features for spatial detail. However, low-level features lack global information. Too much low-level features will disturb the segmentation result. In this paper, we extract low-level features guided by abstract semantic features to improve segmentation results. Specifically, we propose a Pixel-wise Attention Module (PAM) to select low-level features adaptively and a Dual Channel-wise Attention Fusion Module (DCAFM) to fuse the context information further. These two modules use the attention mechanism from a more macro perspective, which is not limited to the inter-layer feature adjustments. There are not complicated and redundant processing modules in our architecture. By using features efficiently, the complexity of the network was significantly reduced. We evaluate our approach on Cityscapes, PASCAL VOC 2012, and PASCAL Context datasets, and we achieve 82.3% Mean IoU on PASCAL VOC 2012 test dataset without pre-training on the MS-COCO dataset."
87,87,Research on Losses and Heat Dissipation of Saturable Reactor Used in Converter Valve,/document/9698193/,2022,"['Kun Liu', 'Kai Li', 'Zhongting Chang', 'Caiyun Fan', 'Siquan Hu']",0,
88,88,Analysis and Verification on the Equivalence Between Jerk-Level and Acceleration-Level Schemes Applied to Manipulators Controlling,/document/9288725/,2020,"['Li He', 'Dan Su', 'Mei Liu', 'Zhiguan Huang']",0,"Two different-level schemes are researched in this article for achieving the kinematic control of redundant manipulators, one of which is exploited at the acceleration level, and the other is at the jerk level. Firstly, they are both reconstructed as a standard quadratic programming problem with different parameter definitions and addressed by a gradient neural network (GNN) method. Secondly, from the perspective of the GNN algorithm, a theoretical interpretation of the intrinsic equivalence between the acceleration-level scheme and jerk-level scheme is performed. Further, simulations on the manipulator synthesized by the two schemes aided with the GNN method tracking two different trajectories are conducted. Finally, comparisons of relevant joint data (i.e., joint angles, joint velocities, and joint accelerations) are presented to substantiate the equivalence between the two schemes, and simulative experiments are carried out at the same time."
89,89,SELCOM: Selective Compression Scheme for Lightweight Nodes in Blockchain System,/document/9294031/,2020,"['Teasung Kim', 'Sejong Lee', 'Yongseok Kwon', 'Jaewon Noh', 'Soohyeong Kim', 'Sunghyun Cho']",3,
90,90,Generalized Approximate Message Passing Detector for GSM-OTFS Systems,/document/9718240/,2022,"['Tiebin Wang', 'Shiwen Fan', 'Hao Chen', 'Yue Xiao', 'Xuemei Guan', 'Wenlong Song']",0,"Orthogonal Time Frequency Space (OTFS) as a two-dimensional modulation scheme designed in the delay-Doppler domain, is realized by inverse symplectic finite Fourier transform (ISFFT) and symplectic finite Fourier transform (SFFT), for combating the high Doppler channels toward future wireless communications. Meanwhile, generalized spatial modulation (GSM) offers an efficient implementation for multi-input multi-output (MIMO) systems, by activating only part of the transmit antennas to alleviate inter-channel interference (ICI). In this paper, the combination of the above two concepts is exploited, for bridging their unique advantages. On the other hand, an iterative detector based on generalized approximate message passing (GAMP) is also developed for GSM-OTFS. Simulation results demonstrate that the proposed GAMP detector can achieve better performance than the conventional minimum mean square error (MMSE) detector."
91,91,Mapping the Knowledge Structure and Research Evolution of Urban Rail Transit Safety Studies,/document/8938798/,2019,"['Hui Liu', 'Yuqian Xie', 'Yanzhong Liu', 'Rongshan Nie', 'Xiaolu Li']",5,"To better grasp the status quo of urban rail transit (URT) safety research and explore the knowledge base and hotspot trends, 1249 URT safety research papers from 1983-2018 were collected from the SCIE and SSCI databases of the WOS search platform as data samples. Co-occurrence analysis, burst analysis of keywords and co-citation analysis were adopted to analyze the current research situation of URT safety in the world by means of information visualization. The study found that risk analysis in the construction/operational phase, methods for predicting ground movements, and cause analyses of tunnel deformation and settlement are the knowledge bases in the field of URT safety research. Tunneling and Underground Space Technology, Safety Science, Atmospheric Environment, Lancet and Transportation Research Record are the core journals in the field. At present, the basic theory and research system of URT safety have been basically completed, but the research directions are too concentrated, and the frontier branches are too few. The research themes of URT safety were roughly grouped into three core paths: the “health risk” path, the “risk analysis - safety management” path and the “tunnel displacement/deformation” path. In the process of research and evolution, the research paths are refined step-by-step, and the research directions are transformed from macro to micro. The emergency evacuation of personnel in subway stations, the effects of particulate matter in subway air on human health and the use of computer technology for engineering optimization are the current frontiers of URT safety. URT safety research also tends toward risk analysis in the operational phase."
92,92,Fault Diagnosis of a Propeller Using Sub-Nyquist Sampling and Compressed Sensing,/document/9707757/,2022,['Yuki Kato'],0,"The fault diagnosis of rotating machinery is generally performed using methods that employ vibration and sound. These methods are simple and accurate. However, all of these methods measure vibration data on the basis of the sampling theorem. Thus, they require a high measurement frequency, resulting in a large data volume and expensive measurement equipment. In recent years, a method that uses compressed sensing has been proposed to solve this problem, but it requires dedicated hardware to realize random sampling. To overcome this drawback, we developed a random start uniform sampling method (RSUSM) and combined it with compressed sensing (CS). RSUSM is a method of measuring data at a fixed frequency with a random start time. Numerical experiments demonstrate how the specific constant changes for each RSUSM parameter. This allows us to know the limit of how many measurement points are required for the number of non-zero components. We also applied CS by RSUSM to the sound pressure measurement results of the failed propeller, and found that the signal could be recovered less than 25% error even in a noisy real environment within the aforementioned limit. In this case, we found that the measurement frequency could be compressed to 1/80th of the frequency required by the sampling theorem, and the measurement data size to 1%. This approach is expected to diagnose faults in more rotating machines by significantly reducing the costs associated with data collection and storage."
93,93,State-Dependent Parameter Tuning of the Apparent Tardiness Cost Dispatching Rule Using Deep Reinforcement Learning,/document/9715142/,2022,"['Byungwook Min', 'Chang Ouk Kim']",0,"The apparent tardiness cost (ATC) is a dispatching rule that demonstrates excellent performance in minimizing the total weighted tardiness (TWT) in single-machine scheduling. The ATC rule’s performance is dependent on the lookahead parameter of an equation that calculates the job priority index. Existing studies recommend a fixed value or a value derived through a handcrafted function as an estimate of the lookahead parameter. However, such parameter estimation inevitably entails information loss from using summarized job data and generates an inferior schedule. This study proposes a reinforcement learning-based ATC dispatching rule that estimates the lookahead parameter directly from raw job data (processing time, weight, and slack time). The scheduling agent learns the relationship between raw job data and the continuous lookahead parameter while interacting with the scheduling environment using a deep deterministic policy gradient (DDPG) algorithm. We trained the DDPG model to minimize the TWT through a simulation in a single-machine scheduling problem with unequal job arrival times. Based on a preliminary experiment, we verified that the proposed dispatching rule, ATC-DDPG, successfully performed intelligent state-dependent parameter tuning. ATC-DDPG also displayed the best performance in the main experiment, which compared the performance with five existing dispatching rules."
94,94,Faster-RCNN Based Robust Coverless Information Hiding System in Cloud Environment,/document/8913553/,2019,"['Zhili Zhou', 'Yi Cao', 'Meimin Wang', 'Enming Fan', 'Q. M. Jonathan Wu']",10,"Key distribution is the foundation for protecting users' privacy and communication security in cloud environment. Information hiding is an effective manner to hide the transmission behavior of secret information such as keys, and thus it makes the secure key distribution possible. However, the traditional information hiding systems usually embed the secret information by modifying the carrier, which inevitably leaves modification traces on the carrier. Thus, they cannot resist the detection of the steganalysis algorithm effectively. To avoid this issue, the coverless information hiding technique has been proposed accordingly, in which the original images of which features can express the secret information are directly used as stego-images. Since the existing coverless information hiding methods use the low-level handcrafted image features to express secret information, it is hard for them to realize desirable robustness against common image attacks. Moreover, their hiding capacity is limited. To conquer these problems, we design a novel robust image coverless information hiding system using Faster Region-based Convolutional Neural Networks (Faster-RCNN). We employ Faster-RCNN to detect and locate objects in images and utilize the labels of these objects to express secret information. Since the original images without any modification are used as stego-images, the proposed method can effectively resist steganalysis and will not cause attackers' suspicion. The experimental results demonstrate that the proposed system has higher performance in terms of robustness and capacity compared to the typical coverless information hiding methods."
95,95,"Research Trends, Challenges, and Emerging Topics in Digital Forensics: A Review of Reviews",/document/9720948/,2022,"['Fran Casino', 'Thomas K. Dasaklis', 'Georgios P. Spathoulas', 'Marios Anagnostopoulos', 'Amrita Ghosal', 'István Bor̈oc̈z', 'Agusti Solanas', 'Mauro Conti', 'Constantinos Patsakis']",0,"Due to its critical role in cybersecurity, digital forensics has received significant attention from researchers and practitioners alike. The ever increasing sophistication of modern cyberattacks is directly related to the complexity of evidence acquisition, which often requires the use of several technologies. To date, researchers have presented many surveys and reviews on the field. However, such articles focused on the advances of each particular domain of digital forensics individually. Therefore, while each of these surveys facilitates researchers and practitioners to keep up with the latest advances in a particular domain of digital forensics, the global perspective is missing. Aiming to fill this gap, we performed a qualitative review of all the relevant reviews in the field of digital forensics, determined the main topics on digital forensics topics and identified their main challenges. Despite the diversity of topics and methods, there are several common problems that are faced by almost all of them, with most of them residing in evidence acquisition and pre-processing due to counter analysis methods and difficulties of collecting data from devices, the cloud etc. Beyond pure technical issues, our study highlights procedural issues in terms of readiness, reporting and presentation, as well as ethics, highlighting the European perspective which is traditionally stricter in terms of privacy. Our extensive analysis paves the way for closer collaboration among researcher and practitioners among different topics of digital forensics."
96,96,Automated Asphalt Highway Pavement Crack Detection Based on Deformable Single Shot Multi-Box Detector Under a Complex Environment,/document/9605622/,2021,"['Kun Yan', 'Zhihua Zhang']",0,"Pavement cracks are severely affecting highway performance. Thus, implementing high-precision highway pavement crack detection is important for highway maintenance. However, the asphalt highway pavement environment is complex, and different pavement backgrounds are more difficult than others for detecting highway pavement cracks. Interference from road markings and surface repairs also complicate the environments and thus the detection of crack. To reduce interference, we collected many images from different highway pavement backgrounds. We also improved the single shot multi-box detector (SSD) network and proposed a novel network named deformable SSD by adding a deformable convolution to the backbone feature extraction network VGG16. We verified our model using the PASCAL VOC2007 dataset and obtained a mean average precision (
mAP
) 3.1% higher than that of the original SSD model. We then trained and tested the proposed model using our crack detection dataset. We calculated precision, recall, F1 score, AP, 
mAP
, and FPS to examine the performance of our model. The 
mAP
 of all categories in the test data was 85.11% using the proposed model 10.4% and 0.55% more than that of YOLOv4 and the original SSD model, respectively. These findings show that our model outperforms YOLOv4 and the original SSD model and confirm that incorporating a deformable convolution into the SSD network can improve the model’s performance. The proposed model is appropriate for detecting pavement crack categories and locations in complicated environments. It can also provide important technical support for highway maintenance."
97,97,A Surrogate-Assisted Many-Objective Evolutionary Algorithm Using Multi- Classification and Coevolution for Expensive Optimization Problems,/document/9628117/,2021,"['Ruoyu Wang', 'Yuee Zhou', 'Hanning Chen', 'Lianbo Ma', 'Meng Zheng']",0,"Surrogate-assisted evolutionary algorithms have received a surge of attentions for their promising ability of solving expensive optimization problems. Existing surrogate-assisted evolutionary algorithms usually adopt the regression models and the binary classification models to guide the evolution of the population for solving the multiobjective optimization problems. However, the regression models will make the algorithm to be increasingly computation-expensive as the number of objectives increases, while the use of the binary classification models might suffer from the poor diversity since the diversified information of solutions cannot be reflected in these classification models. For this issue, this paper proposes a surrogate-assisted many-objective evolutionary algorithm using the cooperation of the multi-classification and regression models to improve the search quality while reducing the computational cost. Our approach includes two parts: At the model training stage, a multi-classification model is constructed to divide the whole population into several classes for ensuring diversity, a distance regression model and an angle regression model are used to select solutions with better convergence and diversity in each class; At the evolution stage, a coevolutionary framework is used to guide the evolution according to a new selection criterion. Experimental results verify the effectiveness of the proposed algorithm on a set of expensive test problems with up to 10 objectives."
98,98,An Active Metamaterial Absorber With Ultrawideband Continuous Tunability,/document/9723059/,2022,"['Zonghuan Wu', 'Junming Zhao', 'Ke Chen', 'Yijun Feng']",0,"In this paper, an active metamaterial (MM) absorber loaded with PIN diodes is proposed. By adjusting the bias currents of PIN diodes to change the value of the introduced equivalent resistance, the Q factors of multiple resonances of the whole structure are altered. Therefore, multiple broadband absorption states with moderate absorption performance at different frequencies are obtained. These states cover continuously tunable absorption frequencies in an ultrabroad frequency band. Bias circuits for PIN diodes are also specially designed to obtain polarization-insensitive absorption performance. Optimizing works were carried out by analyzing the operating mechanism based on the simulated field distribution and power loss distribution. The presented absorber covers an ultrawideband absorption bandwidth with a reflection coefficient below -10 dB from 0.78 GHz to 4.62 GHz (142.2% in relative bandwidth) by adjusting the PIN diodes. It is worth noting that the absorption bandwidth of the low-resistance state reaches 21.0% in the P band, which greatly improves performance in the low-frequency regime. The absorber also shows good angular stability under oblique incident angles from 0° to 30°. In addition, the total thickness of the absorber is only 1/16 of the wavelength at the lowest operating frequency with an areal density of 2.06 kg/m
2
."
99,99,A Novel Array Configuration Technique for Improving the Power Output of the Partial Shaded Photovoltaic System,/document/9698237/,2022,"['Santhan Kumar Cherukuri', 'B. Praveen Kumar', 'Kalyan Raj Kaniganti', 'S. Muthubalaji', 'Ghanta Devadasu', 'Thanikanti Sudhakar Babu', 'Hassan Haes Alhelou']",0,"Power conversion efficiency is the most important factor to be considered in PV systems because it is affected by various environmental conditions. The effect of partial shading is the most influenced factor in the reduction of power output. Various research schemes like Maximum Power Point Tracking (MPPT), array configuration scheme, reconfiguration, etc., work on the PV system to reduce the impact of partial shading. This paper presents a new kind of array configuration scheme that forms the PV array based on the moves of the Knight coin in the chess game. This arrangement creates the squared PV array of rows with distinct PV modules which is capable of evenly dispersing the shading in the partially shaded PV array. Also, this scheme is applicable for the non-squared PV arrays to create PV rows with the PV modules from a distinct location or from the same row with optimized distance to disperse the maximum level of shading. The proposed method has been discussed with the proper mathematical formulation with all necessary constraints and also it been validated with the hardware arrangements and MATLAB/Simulink
®
 model."
100,100,A Novel Combined Conductance Sensor for Water Cut Measurement of Low-Velocity Oil-Water Flow in Horizontal and Slightly Inclined Pipes,/document/8933446/,2019,"['Weihang Kong', 'He Li', 'Guanglong Xing', 'Lingfu Kong', 'Lei Li', 'Min Wang']",1,"This paper studied conductance-based method for water cut measurement to dynamically monitor the horizontal oil-producing wells. Existing conductance tools cannot obtain the response values corresponding to the water phase in horizontal wells due to the characteristics of the ring-shaped electrode structure and the horizontal well structure. In order to tackle this issue, this paper designed a novel Combined Conductance Sensor (CCS), which mainly consists of the Ring-Shaped Conductance Probe (RSCP) and the novel Clock-like Conductance Probe Array (CCPA). Specifically, we first established the structure model of CCS, optimized the geometry of CCPA by analyzing the uniformity of electric field distribution generated by the exciting electrodes of CCPA and then analyzed the local sensitivity field region of the optimized CCPA. Then we studied the flow pattern distribution of the horizontal oil-water two-phase flow and analyzed the response characteristics and the linear relation between RSCP and CCPA. In addition, this research developed the CCS-based tool and conducted the experiments about different inclined angles in horizontal and slightly inclined pipes. Extensive experiments demonstrated that the developed CCS can cover the three-quarter scale of water cut measurement(25%-100%) in horizontal and slightly inclined pipes, and the experimental results verified the validity of CCS for the water cut measurement. Comparing to the existing methods, the proposed CCS is more suitable for water cut measurement with the advantages of simple structure and low cost for the horizontal oil wells with the characteristics of the low production, which could be used widely in the actual logging."
101,101,Improving IoT Federation Resiliency With Distributed Ledger Technology,/document/9627902/,2021,"['Tommi M. Elo', 'Sampsa Ruutu', 'Ektor Arzoglou', 'Yki Kortesniemi', 'Dmitrij Lagutin', 'Veria Hoseini', 'George C. Polyzos']",0,"Despite the rapid spread of Internet of Things (IoT) systems, the lack of interoperability between the systems significantly hinders their business and societal potential. Moreover, a major challenge for wider interoperability is that the IoT systems can be owned by multiple independent entities, whose collaboration will need to be organised to ensure their interoperability. One approach for achieving this is to establish federations supported by Distributed Ledger Technologies (DLTs), as this enables interoperability between entities and collaboration between business platforms, thereby overcoming many technical and administrative difficulties. DLTs can provide the required transparency and immutability for management of the federations, thus increasing trust and reducing the risk of misbehaviour that could destabilise the federation. This paper presents two system dynamics simulation models, which demonstrate that the success of a federation (with or without DLT support) is inversely related to the short-term selfishness of its members, and we then proceed to show that DLTs can improve the feedback received by the federation members on their actions by promoting a common consensus, which in turn can make the federation more resilient."
102,102,Multivariate Nonlinear Sparse Mode Decomposition and Its Application in Gear Fault Diagnosis,/document/9612194/,2021,"['Haiyang Pan', 'Wanwan Jiang', 'Qingyun Liu', 'Jinde Zheng']",0,"Multi-channel signal has more abundant and accurate state characteristic information than single channel signal. How to separate fault characteristic information from the multi-channel signal is the key of fault diagnosis. As two typical multi-channel signal decomposition methods, multivariate empirical mode decomposition (MEMD) and multivariate variational mode decomposition (MVMD) are widely used in multi-channel signal analysis. However, MEMD and MVMD use cyclic iteration to complete the analysis of multi-channel signals, and it is difficult to overcome their inherent defects. In view of this, based on nonlinear sparse mode decomposition (NSMD), this paper proposes a multivariate nonlinear sparse mode decomposition (MNSMD) by constraining singular local linear operators to separate the natural oscillation modes in multi-channel signal. By constraining singular local linear operators into signal decomposition, MNSMD has obvious advantages in restraining mode aliasing and robustness. In addition, the local narrow-band component is used as the basis function for iteration, and the component signal is obtained by approaching the original signal. Through the simulation signal and gear fault signal analysis, the results show that, compared with MEMD and MVMD methods, MNSMD method can effectively complete gear fault diagnosis."
103,103,An Efficient Deep Learning Framework for Distracted Driver Detection,/document/9662336/,2021,"['Faiqa Sajid', 'Abdul Rehman Javed', 'Asma Basharat', 'Natalia Kryvinska', 'Adil Afzal', 'Muhammad Rizwan']",0,"The number of road accidents has constantly been increasing recently around the world. As per the national highway traffic safety administration’s investigation, 45% of vehicle crashes are done by a distracted driver right around each. We endeavor to build a precise and robust framework for distinguishing diverted drivers. The existing work of distracted driver detection is concerned with a limited set of distractions (mainly cell phone usage). This paper uses the first publicly accessible dataset that is the state farm distracted driver detection dataset, which contains eight classes: calling, texting, everyday driving, operating on radio, inactiveness, talking to a passenger, looking behind, and drinking performed by 26 subjects to prepare our proposed model. The transfer values of the pertained model EfficientNet are used, as it is the backbone of EfficientDet. In contrast, the EfficientDet model detects the objects involved in these distracting activities and the region of interest of the body parts from the images to make predictions strong and accomplish state-of-art results. Also, in the Efficientdet model, we implement five variants: Efficientdet (D0-D4) for detection purposes and compared the best Efficientdet version with Faster R-CNN and Yolo-V3. Experimental results show that the proposed approach outperforms earlier methods in the literature and conclude that EfficientDet-D3 is the best model for detecting distracted drivers as it achieves Mean Average Precision (MAP) of 99.16% with parameter setting: learning rate of 
 le−3le-3 
, 50 epoch, batch size of 4, and step size of 250, demonstrating that it can potentially help drivers maintain safe driving habits."
104,104,Two-Dimensional RSSI-Based Indoor Localization Using Multiple Leaky Coaxial Cables With a Probabilistic Neural Network,/document/9718071/,2022,"['Junjie Zhu', 'Pengcheng Hou', 'Kenta Nagayama', 'Yafei Hou', 'Satoshi Denno', 'Rian Ferdian']",0,"Received signal strength indicator (RSSI) based indoor localization technology has its irreplaceable advantages for many location-aware applications. It is becoming obvious that in the development of fifth-generation (5G) and future communication technology, indoor localization technology will play a key role in location-based application scenarios including smart home systems, manufacturing automation, health care, and robotics. Compared with wireless coverage using conventional monopole antenna, leaky coaxial cables (LCX) can generate a uniform and stable wireless coverage over a long-narrow linear-cell or irregular environment such as railway station and underground shopping-mall, especially for some manufacturing factories with wireless zone areas from a large number of mental machines. This paper presents a localization method using multiple leaky coaxial cables (LCX) for an indoor multipath-rich environment. Different from conventional localization methods based on time of arrival (TOA) or time difference of arrival (TDOA), we consider improving the localization accuracy by machine learning RSSI from LCX. We will present a probabilistic neural network (PNN) approach by utilizing RSSI from LCX. The proposal is aimed at the two-dimensional (2-D) localization in a trajectory. In addition, we also compared the performance of the RSSI-based PNN (RSSI-PNN) method and conventional TDOA method over the same environment. The results show the RSSI-PNN method is promising and more than 90% of the localization errors in the RSSI-PNN method are within 1 m. Compared with the conventional TDOA method, the RSSI-PNN method has better localization performance especially in the middle area of the wireless coverage of LCXs in the indoor environment."
105,105,Partial Reachability Graph Analysis of Petri Nets for Flexible Manufacturing Systems,/document/9300138/,2020,"['Menghuan Hu', 'Shaohua Yang', 'Yufeng Chen']",1,"Petri nets are an important and popular tool to model and analyze deadlocks in flexible manufacturing systems. The state space of a Petri net model can be divided into two disjoint parts: a live-zone and a dead-zone. Reachability graph analysis plays an important role in the modeling and control of Petri nets. Most existing studies have to fully enumerate the reachable markings of a Petri net to obtain the first-met bad markings (FBMs), which exacerbates the computational overheads. In this paper, a computationally efficient method to find dead markings in Petri nets is presented. We first introduce an algorithm to find dead markings by solving an integer linear programming problem. Then, the set of markings in the dead-zone is calculated, including the set of dead markings and the set of bad markings. Then we can find all the FBMs. By using a vector covering approach, the minimal covered set of FBMs is computed. The proposed approach can obtain the dead markings and FBMs by searching only a part of a reachability graph. Finally, examples are provided to demonstrate the proposed method."
106,106,Outage Probability Analysis for NOMA Downlink and Uplink Communication Systems With Generalized Fading Channels,/document/9285248/,2020,"['Akash Agarwal', 'Rishabh Chaurasiya', 'Sudhakar Rai', 'Aditya K. Jagannatham']",10,"This work considers multiple user power-domain non-orthogonal multiple access (NOMA)based downlink (DL) and uplink (UL) communication systems with potentially dissimilar fading links for all the users that can follow one of several possible distributions such as Rayleigh, Rician, Nakagami-m, Nakagami-q, κ - μ, η - μ, Nakagami-lognormal. The presented analysis, which is based on approximating the probability density function (PDF) of the channel gain as a sum of Gamma distributions, is sufficiently general and applicable in a multitude of NOMA scenarios. For both the UL and DL, closed-form expressions are determined for the outage probability at the users considering both statistical channel state information (CSI)-based as well as instantaneous CSI-based ordering techniques. Analytical expressions for the outage probability and the ensuing diversity orders have also been obtained for the NOMA DL system at high SNRs. Furthermore, similar expressions for the outage probability and outage floor for the NOMA UL system have been derived at high SNRs. Finally, simulation results have been presented to authenticate the analytical results derived and provide insights into the NOMA system performance."
107,107,Machine Learning and Deep Learning Approaches for CyberSecurity: A Review,/document/9712274/,2022,"['Asmaa Halbouni', 'Teddy Surya Gunawan', 'Mohamed Hadi Habaebi', 'Murad Halbouni', 'Mira Kartiwi', 'Robiah Ahmad']",0,"The rapid evolution and growth of the internet through the last decades led to more concern about cyber-attacks that are continuously increasing and changing. As a result, an effective intrusion detection system was required to protect data, and the discovery of artificial intelligence’s sub-fields, machine learning, and deep learning, was one of the most successful ways to address this problem. This paper reviewed intrusion detection systems and discussed what types of learning algorithms machine learning and deep learning are using to protect data from malicious behavior. It discusses recent machine learning and deep learning work with various network implementations, applications, algorithms, learning approaches, and datasets to develop an operational intrusion detection system."
108,108,Critical Challenges to Adopt DevOps Culture in Software Organizations: A Systematic Review,/document/9690862/,2022,"['Muhammad Shoaib Khan', 'Abudul Wahid Khan', 'Faheem Khan', 'Muhammad Adnan Khan', 'Taeg Keun Whangbo']",0,"DevOps is a set of practices and a cultural movement that aims to break down barriers between development and operation teams to improve collaboration and communication. Different organizations have embraced DevOps principles due to the massive potential, such as a much shorter time to production, increased reliability and stability. However, despite the widespread adoption of DevOps and its infrastructure, there is a lack of understanding and literature on the key concepts, practices, tools, and challenges associated with implementing DevOps strategies. The main goal of this research paper is to explore and discuss challenges related to DevOps culture and practices. Moreover, it describes how DevOps works in an organization, provides a detailed explanation of DevOps, and investigates the cultural challenges that organizations face when implementing DevOps. The proposed paper reveals ten critical challenges that need to be addressed in adopting the DevOps culture. The challenges are further analyzed on the basis of the various continents. According to the findings, the following critical challenges are considered during the implementation of a DevOps culture: lack of collaboration and communication, Lack of skill and knowledge, complicated infrastructure, Lack of management, Lack of DevOps approach, and trust confidence problems."
109,109,SARD: Towards Scale-Aware Rotated Object Detection in Aerial Imagery,/document/8917630/,2019,"['Yashan Wang', 'Yue Zhang', 'Yi Zhang', 'Liangjin Zhao', 'Xian Sun', 'Zhi Guo']",18,"Multi-class object detection in remote sensing imagery is an important and challenging topic in computer vision. Compared with the object detection of natural scenes, remote sensing object detection has some challenges such as scale diversity, arbitrary directions and densely packed objects. To resolve these problems, this paper presents a scale-aware rotated object detection. Firstly, we propose a novel feature fusion module, which takes full advantage of high-level semantic information and low-level high resolution feature. The new feature maps are more suitable for detecting objects with a large difference in scale. Meanwhile, we design a specific weighted loss, which contains an intersection-over-union (IoU) loss and a smooth L1 loss to further address the scale diversity. Besides, in order to detect oriented and densely packed objects more accurately, we propose a normalization strategy for the representation of rotating bounding box. Our method is evaluated on two public aerial datasets DOTA and HRSC2016, and achieves competitive performances. On DOTA, we boost the mean Average Precision (mAP) to 72.95% on oriented object detection."
110,110,Wind Speed Prediction Using Hybrid 1D CNN and BLSTM Network,/document/9623538/,2021,"['Abdulmajid Lawal', 'Shafiqur Rehman', 'Luai M. Alhems', 'Md. Mahbub Alam']",0,"As the world witnesses population increase, the global power demand is increasing and the need for exploring other alternative clean and self-renewable sources of energy such as wind has become necessary. For optimal operation of the wind farms and stability of the grid, wind prediction ahead of time is of key importance. An accurate forecast of wind speed is often difficult due to the unpredictable nature of the wind. In this work, we utilized different machine learning models and proposed a hybrid machine learning approach. This approach combines 1D convolutional neural network (CNN) and bidirectional long short term memory (BLSTM) network for accurate prediction of short term wind prediction at different heights above ground level (AGL). The 1D CNN model extracts high-level features of the input wind speed data. The extracted features are then fed as input to the BLSTM network for wind speed prediction. The wind speed time series data used in this study are measured at 18, and 98 meters AGL. The study further presents a relationship between the utilized models and prediction accuracy at different heights. The forecasting performance of the models tends to increase as the height AGL increases. A real-world case study is implemented to demonstrate the effectiveness of the proposed CNN-BLSTM method in Saudi Arabia. The mean absolute error (MAE), mean squared error (MSE), root mean squared error (RMSE), and mean absolute percentage error (MAPE) are used as performance indices to evaluate the performance of the proposed CNN-BLTSM model. The corresponding results show that the proposed method outperforms other benchmark models."
111,111,A Linear Fractional Transformation Based Approach to Robust Model Predictive Control Design in Uncertain Systems,/document/9284429/,2020,"['Valiollah Ghaffari', 'Saleh Mobayen', 'Wing-Kwong Wong']",1,"A novel robust model predictive control (RMPC) scheme is developed for uncertain nonlinear systems. To the RMPC design, firstly, the uncertain system would be described using a linear fractional transformation (LFT). Then, regarding the system's uncertainties and control limitations, a linear matrix inequality (LMI) based control strategy is addressed to translate the RMPC synthesis into a minimization problem. Thus the controller's gains are automatically updated at some time-instants by the solution of such optimization problem. Finally, the outcomes are numerically applied in some control examples. The simulation results show the effectiveness of the suggested robust predictive controller in comparison to similar RMPC techniques."
